week_start,brand,gt_index
2022-07-18,Vivo,71.0
2022-07-25,Vivo,68.0
2022-08-01,Vivo,64.0
2022-08-08,Vivo,65.0
2022-08-15,Vivo,67.0
2022-08-22,Vivo,66.0
2022-08-29,Vivo,65.0
2022-09-05,Vivo,71.0
2022-09-12,Vivo,70.0
2022-09-19,Vivo,71.0
2022-09-26,Vivo,70.0
2022-10-03,Vivo,74.0
2022-10-10,Vivo,70.0
2022-10-17,Vivo,68.0
2022-10-24,Vivo,73.0
2022-10-31,Vivo,66.0
2022-11-07,Vivo,68.0
2022-11-14,Vivo,68.0
2022-11-21,Vivo,63.0
2022-11-28,Vivo,64.0
2022-12-05,Vivo,61.0
2022-12-12,Vivo,69.0
2022-12-19,Vivo,75.0
2022-12-26,Vivo,80.0
2023-01-02,Vivo,78.0
2023-01-09,Vivo,68.0
2023-01-16,Vivo,65.0
2023-01-23,Vivo,64.0
2023-01-30,Vivo,59.0
2023-02-06,Vivo,61.0
2023-02-13,Vivo,60.0
2023-02-20,Vivo,59.0
2023-02-27,Vivo,60.0
2023-03-06,Vivo,63.0
2023-03-13,Vivo,60.0
2023-03-20,Vivo,65.0
2023-03-27,Vivo,63.0
2023-04-03,Vivo,66.0
2023-04-10,Vivo,70.0
2023-04-17,Vivo,72.0
2023-04-24,Vivo,90.0
2023-05-01,Vivo,78.0
2023-05-08,Vivo,70.0
2023-05-15,Vivo,68.0
2023-05-22,Vivo,69.0
2023-05-29,Vivo,68.0
2023-06-05,Vivo,64.0
2023-06-12,Vivo,68.0
2023-06-19,Vivo,70.0
2023-06-26,Vivo,70.0
2023-07-03,Vivo,70.0
2023-07-10,Vivo,62.0
2023-07-17,Vivo,54.0
2023-07-24,Vivo,51.0
2023-07-31,Vivo,50.0
2023-08-07,Vivo,50.0
2023-08-14,Vivo,54.0
2023-08-21,Vivo,51.0
2023-08-28,Vivo,49.0
2023-09-04,Vivo,52.0
2023-09-11,Vivo,49.0
2023-09-18,Vivo,51.0
2023-09-25,Vivo,52.0
2023-10-02,Vivo,51.0
2023-10-09,Vivo,54.0
2023-10-16,Vivo,52.0
2023-10-23,Vivo,53.0
2023-10-30,Vivo,50.0
2023-11-06,Vivo,50.0
2023-11-13,Vivo,50.0
2023-11-20,Vivo,52.0
2023-11-27,Vivo,54.0
2023-12-04,Vivo,53.0
2023-12-11,Vivo,57.99999999999999
2023-12-18,Vivo,56.00000000000001
2023-12-25,Vivo,62.0
2024-01-01,Vivo,61.0
2024-01-08,Vivo,56.00000000000001
2024-01-15,Vivo,51.0
2024-01-22,Vivo,52.0
2024-01-29,Vivo,51.0
2024-02-05,Vivo,50.0
2024-02-12,Vivo,46.0
2024-02-19,Vivo,49.0
2024-02-26,Vivo,45.0
2024-03-04,Vivo,47.0
2024-03-11,Vivo,47.0
2024-03-18,Vivo,43.0
2024-03-25,Vivo,45.0
2024-04-01,Vivo,48.0
2024-04-08,Vivo,54.0
2024-04-15,Vivo,60.0
2024-04-22,Vivo,47.0
2024-04-29,Vivo,46.0
2024-05-06,Vivo,46.0
2024-05-13,Vivo,41.0
2024-05-20,Vivo,45.0
2024-05-27,Vivo,45.0
2024-06-03,Vivo,44.0
2024-06-10,Vivo,44.0
2024-06-17,Vivo,42.0
2024-06-24,Vivo,45.0
2024-07-01,Vivo,46.0
2024-07-08,Vivo,45.0
2024-07-15,Vivo,41.0
2024-07-22,Vivo,37.0
2024-07-29,Vivo,41.0
2024-08-05,Vivo,38.0
2024-08-12,Vivo,34.0
2024-08-19,Vivo,34.0
2024-08-26,Vivo,36.0
2024-09-02,Vivo,37.0
2024-09-09,Vivo,37.0
2024-09-16,Vivo,38.0
2024-09-23,Vivo,34.0
2024-09-30,Vivo,38.0
2024-10-07,Vivo,35.0
2024-10-14,Vivo,35.0
2024-10-21,Vivo,37.0
2024-10-28,Vivo,34.0
2024-11-04,Vivo,39.0
2024-11-11,Vivo,40.0
2024-11-18,Vivo,39.0
2024-11-25,Vivo,43.0
2024-12-02,Vivo,38.0
2024-12-09,Vivo,44.0
2024-12-16,Vivo,44.0
2024-12-23,Vivo,46.0
2024-12-30,Vivo,48.0
2025-01-06,Vivo,42.0
2025-01-13,Vivo,41.0
2025-01-20,Vivo,38.0
2025-01-27,Vivo,43.0
2025-02-03,Vivo,41.0
2025-02-10,Vivo,40.0
2025-02-17,Vivo,37.0
2025-02-24,Vivo,41.0
2025-03-03,Vivo,38.0
2025-03-10,Vivo,38.0
2025-03-17,Vivo,41.0
2025-03-24,Vivo,43.0
2025-03-31,Vivo,52.0
2025-04-07,Vivo,49.0
2025-04-14,Vivo,43.0
2025-04-21,Vivo,39.0
2025-04-28,Vivo,40.0
2025-05-05,Vivo,36.0
2025-05-12,Vivo,38.0
2025-05-19,Vivo,38.0
2025-05-26,Vivo,38.0
2025-06-02,Vivo,36.0
2025-06-09,Vivo,37.0
2025-06-16,Vivo,36.0
2025-06-23,Vivo,40.0
2025-06-30,Vivo,41.0
